"id","title","url","playable","rate","tag"
"1293124","惊情四百年","https://movie.douban.com/subject/1293124/","False","7.8","爱情"
"1293129","惊魂记2","https://movie.douban.com/subject/1293129/","True","7.8","悬疑"
"1293131","天地大冲撞","https://movie.douban.com/subject/1293131/","True","7.1","科幻"
"1293133","惊声尖叫3","https://movie.douban.com/subject/1293133/","True","6.3","恐怖"
"1293135","101真狗","https://movie.douban.com/subject/1293135/","True","7.4","喜剧"
"1293142","新上海滩","https://movie.douban.com/subject/1293142/","True","7.6","动作"
"1293143","十三号星期五","https://movie.douban.com/subject/1293143/","False","6.4","恐怖"
"1293145","费城故事","https://movie.douban.com/subject/1293145/","True","8.7","经典"
"1293146","豹","https://movie.douban.com/subject/1293146/","True","8.8","爱情"
"1293147","辣手神探","https://movie.douban.com/subject/1293147/","True","7.9","华语"
"1293150","宾虚","https://movie.douban.com/subject/1293150/","True","8.6","动作"
"1293157","海阔天空","https://movie.douban.com/subject/1293157/","False","8.5","冷门佳片"
"1293158","甜心先生","https://movie.douban.com/subject/1293158/","True","7.4","爱情"
"1293167","生死时速","https://movie.douban.com/subject/1293167/","True","8.1","动作"
"1293168","礼帽","https://movie.douban.com/subject/1293168/","False","8.0","冷门佳片"
"1293171","入侵脑细胞","https://movie.douban.com/subject/1293171/","True","7.5","科幻"
"1293172","末代皇帝","https://movie.douban.com/subject/1293172/","True","9.2","经典"
"1293173","古墓丽影","https://movie.douban.com/subject/1293173/","True","7.1","动作"
"1293174","007之黑日危机","https://movie.douban.com/subject/1293174/","False","7.5","动作"
"1293177","桃色血案","https://movie.douban.com/subject/1293177/","True","8.2","悬疑"
"1293181","惊魂记","https://movie.douban.com/subject/1293181/","True","8.9","经典"
"1293182","十二怒汉","https://movie.douban.com/subject/1293182/","True","9.4","经典"
"1293203","人鬼情未了","https://movie.douban.com/subject/1293203/","True","8.2","爱情"
"1293204","为黛西小姐开车","https://movie.douban.com/subject/1293204/","False","8.2","喜剧"
"1293212","长大","https://movie.douban.com/subject/1293212/","True","8.1","爱情"
"1293213","恶魔","https://movie.douban.com/subject/1293213/","True","8.5","悬疑"
"1293236","黑猫白猫","https://movie.douban.com/subject/1293236/","True","8.5","喜剧"
"1293237","变脸","https://movie.douban.com/subject/1293237/","True","8.8","经典"
"1293258","霹雳娇娃","https://movie.douban.com/subject/1293258/","True","6.8","动作"
"1293265","97古惑仔战无不胜","https://movie.douban.com/subject/1293265/","False","7.5","动作"
"1293266","黑骏马","https://movie.douban.com/subject/1293266/","False","8.6","冷门佳片"
"1293270","寻子遇仙记","https://movie.douban.com/subject/1293270/","True","9.2","经典"
"1293273","群众","https://movie.douban.com/subject/1293273/","True","8.4","冷门佳片"
"1293299","日以作夜","https://movie.douban.com/subject/1293299/","True","8.4","喜剧"
"1293305","罗马妈妈","https://movie.douban.com/subject/1293305/","False","8.1","冷门佳片"
"1293310","椿三十郎","https://movie.douban.com/subject/1293310/","False","8.7","日本"
"1293315","阿郎的故事","https://movie.douban.com/subject/1293315/","True","8.5","华语"
"1293316","星际旅行2：可汗怒吼","https://movie.douban.com/subject/1293316/","True","7.7","科幻"
"1293317","断箭","https://movie.douban.com/subject/1293317/","True","7.3","动作"
"1293318","萤火虫之墓","https://movie.douban.com/subject/1293318/","True","8.7","经典"
"1293320","金玉盟","https://movie.douban.com/subject/1293320/","True","8.3","爱情"
"1293321","一九五一年的欧洲","https://movie.douban.com/subject/1293321/","False","8.1","冷门佳片"
"1293323","大红灯笼高高挂","https://movie.douban.com/subject/1293323/","True","8.5","经典"
"1293325","星际旅行4：抢救未来","https://movie.douban.com/subject/1293325/","True","8.1","科幻"
"1293329","残菊物语","https://movie.douban.com/subject/1293329/","False","8.5","日本"
"1293330","X档案：征服未来","https://movie.douban.com/subject/1293330/","True","6.9","科幻"
"1293350","两杆大烟枪","https://movie.douban.com/subject/1293350/","True","9.1","经典"
"1293351","食神","https://movie.douban.com/subject/1293351/","True","8.0","经典"
"1293353","小鬼当家2","https://movie.douban.com/subject/1293353/","True","7.9","欧美"
"1293359","菊次郎的夏天","https://movie.douban.com/subject/1293359/","True","8.8","经典"
"1293364","飙风战警","https://movie.douban.com/subject/1293364/","True","6.8","科幻"
"1293374","热天午后","https://movie.douban.com/subject/1293374/","True","8.6","欧美"
"1293377","芳芳","https://movie.douban.com/subject/1293377/","False","8.1","爱情"
"1293388","冬天的故事","https://movie.douban.com/subject/1293388/","False","8.4","爱情"
"1293391","孩子王","https://movie.douban.com/subject/1293391/","True","8.1","华语"
